Title,ISBN,Price,Author,Publisher,Publication time,Place of Publication,Pages,Classification Number,总借入,总续借,总借入和续借量,平均借阅时间(天),Classification
你的第一本哲学书,9787508666792.0,38.0,(美)内格尔著;宝树译,中信出版社,2016.10   ,北京,108页     ,B-49,1,0,1,,General / Misc
佩德罗·巴拉莫,9787544784269.0,48.0,"(墨)胡安·鲁尔福(Rulfo, Juan)",译林出版社 ,2021,南京 ,191页 ,I731.45,0,0,0,,Literature
侦探伽利略 ,9787544295369.0,49.5,(日)东野圭吾 (1958~) 著, 南海出版公司, 2019,海口 ,244页 ,I313.45,1,0,1,12.91,Literature
信使,9787500865582.0,29.0,刘慈欣著,中国工人出版社,2017,北京,,I247.7,2,1,3,17.49,Literature
倾城之恋,9787530218624.0,49.5,张爱玲著,北京十月文艺出版社,2019,北京,328 ,I246.7,4,0,4,65.76,Literature
假面山庄,9787530217559.0,45.0,(日)东野圭吾著,北京十月文艺出版社,2018.01   ,北京,230页     ,I313.45,1,0,1,44.01,Literature
做一杯美味咖啡,9787559203908.0,68.0,堀口俊英,北京美术摄影出版社,2020,北京,167页,TS273,1,0,1,96.11,Science
"做中学电子电路, 电路基础 ",9787030596451.0,68.0,(日)ADWIN株式会社 著, 科学出版社, 2019,北京 ,121页 : 图，照片 ,TN7,2,0,2,41.96,Science
做哲学,9787559617293.0,118.0,"(美)小西奥多·希克,刘易斯·沃恩著",北京联合出版社,2018.04   ,北京,648页     ,B0,1,0,1,,General / Misc
健身营养全书: 关于力量与肌肉的营养策略,9787530493885.0,98.0,"勒费尔霍尔茨 , 克里斯蒂安·冯",北京科学技术出版社,2018,北京,341 ,G804.32,1,0,1,18.28,General / Misc
傲慢与偏见,9787532787319.0,98.0,(英)奥斯丁著,上海译文出版社有限公司,2021,上海,"14,440页",I561.44,1,0,1,2.98,Literature
像我们一样疯狂,9787303207695.0,54.0,(美)伊森·沃特斯,北京师范大学出版社 ,2016,北京 ,290页 ,R395.2,1,0,1,10.58,General / Misc
像托尔斯泰一样写故事 ,9787571103118.0,56.0,"(英)科恩 (Cohen, Richard) 著", 大象出版社, 2019,郑州 ,371页 : 图，照片 ,H054,0,0,0,,Language
克拉拉与太阳 ,9787532786831.0,68.0,(英)石黑一雄 (1954-) 著, 上海译文出版社有限公司, 2021,上海 ,392页 ,I561.45,1,0,1,43.94,Literature
克林格梭尔的最后夏天,9787532780822.0,98.0,（德）黑塞著,上海译文出版社,2019.4,上海,233页,I516.15,1,1,2,,Literature
克苏鲁神话Ⅳ 异界之色,9787521213973.0,43.0,(美)洛夫克拉夫特著,作家出版社有限公司,2022,北京,202页,I712.45,1,0,1,8.78,Literature
克莱因壶,9787122346032.0,48.0,(日)冈岛二人 著,化学工业出版社,2019,北京,"16,299页",I313.45,2,0,2,31.24,Literature
克里姆特：变形的真实,9787559637222.0,98.0,(法)西尔维·吉拉尔-拉戈斯 著, 北京联合出版公司, 2019,北京 ,112页 ,J205.521,1,0,1,8.26,Arts
克里斯特汀,9787540482961.0,49.8,(美)金著,湖南文艺出版社,2017.10   ,长沙,515页     ,I712.45,1,1,2,,Literature
全球通史 ,9787552008166.0,580.0,"(美)斯波德 (Spodek, Howard) 著", 上海社会科学院出版社, 2018,上海 ,"22,25,965页 : 图，照片，地图 ",K10,1,0,1,5.95,Social Sciences
公寓,9787540482848.0,38.0,(英)格雷,湖南文艺出版社,2017.10   ,长沙,314页     ,I561.45,1,0,1,7.58,Literature
共产党宣言,9787010131566.0,32.0,"马克思,恩格斯著",人民出版社,2017.08   ,北京,188页     ,A122,1,0,1,6.12,General / Misc
共情的力量 ,9787514513011.0,49.8,"(美)乔拉米卡利 (Ciaramicoli, Arthur P.) 著", 中国致公出版社, 2019,北京 ,283页 ,B84-49,1,0,1,30.8,General / Misc
关于女儿,9787559851987.0,42.0,金惠珍著,广西师范大学出版社,2022,桂林,217页,I312.645,2,0,2,17.08,Literature
写给大家的平面设计手册,9787574102293.0,78.0,（日）生田信一著,江苏凤凰美术出版社,2022,南京,200页,J511,1,1,2,20.07,Arts
农场,9787540482862.0,42.0,(英)史密斯著,湖南文艺出版社,2017.09   ,长沙,315页     ,I561.45,1,0,1,29.67,Literature
冰火传奇,9787515314099.0,26.0,孙琇著,中国青年出版社,2013,北京,173页,K530.6,1,0,1,38.87,Social Sciences
净化基因,9787521715118.0,65.0,"(美)本·林奇 (Lynch, Ben 1974~) 著", 中信出版集团股份有限公司, 2020,北京 ,442页 ,Q343.1,1,0,1,8.85,Science
凡尔登战役,9787565842740.0,88.0,霍恩著,汕头大学出版社,2021,汕头,456页,E194.4,1,0,1,40.95,Language
凯恩斯 ,9787108065506.0,35.0,"普 (Puph, Peter) 著", 生活·读书·新知三联书店, 2019,北京 ,174页 : 图 ,F091.348,1,1,2,107.04,Social Sciences
凯恩斯以后,9787100113786.0,24.0,（英）罗宾逊著,商务印书馆,2015,北京,230页,F0-53,1,1,2,,Social Sciences
出发吧！了不起的身体旅行 .2,9787559664136.0,88.0,邓超 著,北京联合出版公司 ,2022,北京 ,204页 ,R33-49,1,0,1,13.86,General / Misc
刀锋,9787547744581.0,76.0,(英)毛姆著,北京日报出版社,2023,北京,472页,I561.45,3,0,3,59.89,Literature
列国志：土库曼斯坦,9787509719022.0,127.5,中国社会科学院《列国志》编辑委员会编,社会科学文献出版社,2010,北京,251页,K91,0,0,0,,Social Sciences
制造东京,9787521733266.0,79.0,(日)藤森照信 (1946~) 著,中信出版社,2021,北京,385页 : 图版,TU-093.131,2,0,2,1.87,Science
制造宠物,9787545219531.0,78.0,（美）段义孚著,上海光启书局有限公司,2022,上海,"10,300页",S865.3-091,1,1,2,71.0,General / Misc
剑桥艺术史·上,9787544792028.0,249.0,(美)伍德福德著,译林出版社,2023,南京,2册(499;436页),J110.9,2,0,2,30.13,Arts
剑桥艺术史·下,9787544792028.0,249.0,(美)伍德福德著,译林出版社,2023,南京,2册(499;436页),J110.9,2,0,2,27.07,Arts
剧变 ,9787521712032.0,98.0,"(美)戴蒙德 (Diamond, Jared 1937~) 著", 中信出版集团股份有限公司, 2020,北京 ,"25,435页 : 图 ",F039,1,0,1,109.15,Social Sciences
剪辑的语法 :插图修订第2版,9787550297746.0,45.0,（英）罗伊·汤普森著 ,北京联合出版公司 ,2017.3,北京 ,"10,193页 ",J932,2,0,2,74.1,Arts
力学,9787301094013.0,50.0,舒幼生著,北京大学出版社,2005.09   ,北京,397页     ,O3,4,0,4,50.69,Science
动物农场,9787532751457.0,32.0,(英)奥威尔,上海译文出版社,2018.11   ,上海,143页     ,I561.45,2,0,2,0.18,Literature
动物凶猛,9787530213636.0,35.0,王朔著,北京十月文艺出版社,2015.03   ,北京,302页     ,I247.5,1,0,1,,Literature
助推快与慢：人类动因与行为经济学,9787300188317.0,52.0,"(美)卡斯·R.桑斯坦 (Sunstein, Cass R.) 著", 中国人民大学出版社, 2021,北京 ,"10,172页 ",F069.9,2,0,2,35.22,Social Sciences
助推：如何做出有关健康、财富与幸福的最佳决策,9787508684918.0,59.0,"(美)泰勒 (Thaler, Richard H. 1945~) 著", 中信出版集团股份有限公司, 2018,北京 ,"23,330页 : 图 ",F0-49,2,0,2,42.99,Social Sciences
包法利夫人,9787532784721.0,58.0,(法)福楼拜著　李健吾译,上海译文出版社,2020,上海,408,I565.44,0,0,0,,Literature
匈人王阿提拉,9787559631909.0,78.0,（德）罗森著,北京联合出版公司,2019,北京,345页,K289,1,0,1,0.39,Social Sciences
化学传奇 ,9787570305674.0,19.8,李可锋 编著, 山西教育出版社, 2020,太原 ,204页 : 图，照片 ,O6-091,1,0,1,12.93,Science
北宋名家词选讲 ,9787301114926.0,68.0,(加)叶嘉莹 (女， 1924.6~) 著, 北京大学出版社, 2007,北京 ,383页 ,I207.23,1,0,1,56.0,Literature
北方以北 ,9787559633118.0,108.0,"(英)巴勒克拉夫 (Barraclough, Eleanor Rosamund) 著", 北京联合出版公司, 2019,北京 ,"20,376页 : 图，地图 ",K530.9,2,2,4,81.89,Social Sciences
"北欧,凛冽的世界尽头",9787508691176.0,88.0,王家敏编,中信出版社,2018.09   ,北京,271页     ,K953.09,1,0,1,0.8,Social Sciences
北欧众神 ,9787559416735.0,42.0,"(英)尼尔·盖曼 (Gaiman, Neil 1960~) 著", 江苏凤凰文艺出版社, 2018,南京 ,262页 ,I561.45,1,0,1,44.96,Literature
北欧神话 ,9787513923224.0,66.0,"(英)卡罗琳·拉灵顿 (Larrington, Carolyne) 著", 民主与建设出版社有限责任公司, 2018,北京 ,"16,183页 : 图，照片 ",I530.73,1,1,2,68.34,Literature
北洋觉梦录,9787559847010.0,49.0,禅心初著,广西师范大学出版社,2022,桂林,282页,K258.206,1,0,1,72.24,Social Sciences
医生与您细聊抑郁症,9787302614210.0,49.0,吴菲著,清华大学出版社,2022,北京,159页,R749.4,1,0,1,2.08,General / Misc
千羽鹤.4,9787220128165.0,49.6,（日）川端康成著,四川人民出版社,2023,成都,241页,I313.45,1,0,1,18.19,Literature
华丽食物志,9787559825315.0,48.0,（日）涩泽龙彦著,广西师范大学出版社,2020,桂林,180页,I313.65,1,0,1,1.14,Literature
华氏451,9787532790036.0,58.0,"(美)雷·布雷德伯里 (Bradbury, Ray 1920~2012) 著",上海译文出版社,2022,上海,224页,I712.45,2,1,3,42.16,Literature
博弈与社会,9787301218211.0,68.0,张维迎著,北京大学出版社,2013,北京,,F224.32,2,0,2,52.48,Social Sciences
博弈论 ,9787108067128.0,35.0,"(英)帕斯丁 (Pastine, Ivan) 文", 生活·读书·新知三联书店, 2020,北京 ,174页 : 图 ,O225,0,0,0,,Science
博弈论究竟是什么,9787513340236.0,49.0,万维钢,新星出版社,2020.06,北京,240页,O225-49,0,0,0,,Science
卡夫卡小说全集. 变形记,9787532787654.0,110.0,(奥)卡夫卡著　张荣昌译,上海译文出版社,2021,上海,555,I521.44,1,0,1,,Literature
印度,9787532786992.0,68.0,（法）杜拉斯著,上海译文出版社,2020,上海,460页,I565.35,1,0,1,5.82,Literature
印度六派哲学,9787100208680.0,108.0,木村泰贤著,商务印书馆,2022,北京,"10,535页",B351.2,1,0,1,17.97,General / Misc
历史之源,9787544729710.0,39.0,(英)阿诺德著　李里峰译,译林出版社,2013,南京,132,K0,1,0,1,0.75,Social Sciences
历史哲学,9787545821826.0,128.0,(德)黑格尔著,上海书店出版社,2022,上海,"17,514页",K01,2,0,2,107.84,Social Sciences
历史的意外,9787569932478.0,59.8,(法)让-克里斯托弗·布松著,北京时代华文书局,2020,北京,262页,K105,1,0,1,121.13,Social Sciences
历史的运用与滥用,9787559835895.0,58.0,（加）麦克米伦著,广西师范大学出版社,2021,桂林,230页,K107,1,0,1,22.73,Social Sciences
厌女,9787545219753.0,66.0,（日）上野千鹤子著,上海光启书局有限公司,2023,上海,317页,G131.3,1,0,1,,General / Misc
厌女简史 ：世界上最古老的偏见,9787559676016.0,68.0,（爱尔兰）杰克.霍兰 著,北京联合出版公司 ,2024,北京 ,350页 ,C913.68,2,1,3,48.96,General / Misc
原野,9787530217306.0,36.0,曹禺著,北京十月文艺出版社,2018.2,北京,246页,I234,3,0,3,60.87,Literature
双城记,9787516824689.0,49.8,（英）狄更斯著, 台海出版社 ,2020,北京,277页,I561.44,0,0,0,,Literature
反抗者,9787532777280.0,58.0,(法)加缪著　沈志明译,上海译文出版社有限公司,2018,上海,425,I565.65,2,0,2,6.12,Literature
发现本草之旅. 壹 ,9787506791489.0,49.0,丁兆平 (196?~) 著, 中国医药科技出版社, 2017,北京 ,"10,377页 : 彩图 ",R282.7,0,0,0,,General / Misc
叔凡说法 一看就懂的法律常识,9787559657015.0,59.8,李叔凡 著, 北京联合出版公司, 2021,北京 ,256页 ,D920.5,1,0,1,96.11,Social Sciences
叔本华思想随笔,9787208157415.0,78.0,（德）叔本华著,上海人民出版社,2019,上海,346页,B516.41,1,1,2,56.23,General / Misc
叔本华暮年之思,9787208152809.0,45.0,(德)叔本华著,上海人民出版社,2018,上海,"29,192页",B516.41,1,0,1,0.02,General / Misc
受戒,9787530211458.0,36.0,汪曾祺著,北京十月文艺出版社,2012,北京,,I247.7,2,0,2,0.0,Literature
变形记,9787532756964.0,38.0,(奥)卡夫卡著,上海译文出版社,2012,上海,517页,I521.45,1,0,1,14.13,Literature
变态心理学,9787115448385.0,128.0,(美)霍克西玛著,人民邮电出版社,2017.03   ,北京,612页     ,B846-49,1,0,1,39.0,General / Misc
变革之声,9787559665010.0,128.0,焦亚著,北京联合出版公司,2022,北京,568页,J609.1,0,0,0,,Arts
叙事经济学 ,9787521715101.0,88.0,"(美)罗伯特·希勒 (Shiller, Robert J.) 著", 中信出版集团股份有限公司, 2020,北京 ,"19,355页 ",F0,1,0,1,79.99,Social Sciences
古今数学思想·第一册,9787547817179.0,78.0,"(美)克莱因著;张理京等译;张理京, 张锦炎,",上海科学技术出版社,2014.01   ,上海,324页     ,O11,2,0,2,22.51,Science
古代法 ,9787100132183.0,37.0,"(英)梅因 (Maine, Henry Sumner 1822~1888) 著", 商务印书馆, 2017,北京 ,"17,255页 ",D909.9,0,0,0,,Social Sciences
古典欧洲的诞生：从特洛伊到奥古斯丁,9787508694375.0,68.0,"(英)普莱斯 (Price, Simon) 著", 中信出版集团股份有限公司, 2019,北京 ,"23,418页 : 图 ",K502,1,0,1,37.69,Social Sciences
古埃及《亡灵书》,9787100182386.0,118.0,金寿福著,商务印书馆,2020 2022重印,北京,453页,B846,1,0,1,175.93,General / Misc
古董局中局.1,9787540486075.0,45.0,马伯庸著,湖南文艺出版社,2018.05   ,长沙,293页     ,I247.5,1,0,1,37.12,Literature
古都,9787573502353.0,49.0,(日)川端康成著,南海出版公司,2022,海口,330页,I313.45,1,0,1,129.93,Literature
古都.5,9787220128165.0,49.6,（日）川端康成著,四川人民出版社,2023,成都,241页,I313.45,1,0,1,,Literature
另一个，同一个,9787532772520.0,41.0,(阿根廷)博尔赫斯著,上海译文出版社,2016.08   ,上海,74页      ,I783.15,1,1,2,28.03,Literature
叩开免疫之门 ,9787513580878.0,39.0,秦志海 (1960~) 著, 外语教学与研究出版社, 2016,北京 ,172页 : 图 ,R392-49,1,0,1,7.0,General / Misc
台北人,9787549559886.0,69.0,白先勇著,广西师范大学出版社,2015.01   ,桂林,291页     ,I247.7,3,0,3,30.64,Literature
史学原理,9787301334713.0,78.0,柯林武德著,北京大学出版社,2023,北京,"74,307页",K01,1,0,1,0.14,Social Sciences
史学引论,9787301275009.0,56.0,王学典著,北京大学出版社,2016,北京,382,K0,1,0,1,7.22,Social Sciences
史蒂夫·乔布斯传,9787508630786.0,198.0,(美)艾萨克森著;管延折译,中信出版社,2011.11   ,北京,645页     ,K837.12,0,0,0,,Social Sciences
史记.2,9787101158687.0,66.8,陈曦著,中华书局,2022,北京,"10册(13,8422)",K204.2,1,0,1,234.09,Social Sciences
叶卡捷琳娜大帝与波将金 ：全2册.1,9787522813684.0,99.0,（英）西蒙.赛巴格.蒙蒂菲奥里著 ,社会科学文献出版社 ,2023,北京 ,"2册(12,1005页) ",K835.120.9,4,2,6,51.39,Social Sciences
叶卡捷琳娜大帝与波将金 ：全2册.2,9787522813684.0,99.0,（英）西蒙.赛巴格.蒙蒂菲奥里著 ,社会科学文献出版社 ,2023,北京 ,"2册(12,1005页) ",K835.120.9,3,1,4,51.39,Social Sciences
同名同姓受害者协会,9787549637270.0,45.0,(日)下村敦史著,文汇出版社,2022,上海,297页,I313.45,0,0,0,,Literature
后基因组时代：[后基因组时代的伦理、公正和知识],9787521714296.0,78.0,(美)瑞尔丹著,中信出版集团股份有限公司,2021,北京,,C91,1,0,1,0.75,General / Misc
后电影视觉 :运动影像媒介与观众的共同进化,9787559857774.0,88.0,（美）罗杰·F·库克 著,广西师范大学出版社 ,2023.6,桂林 ,304页 ,J9,1,0,1,1.86,Arts
后翼弃兵,9787020161140.0,55.0,(美)特维斯著,人民文学出版社,2022,北京,397页,I712.45,1,0,1,25.39,Literature
向您告知，明天我们一家就要被杀 : 卢旺达大屠杀纪事,9787305230677.0,56.0,"(美)菲利普·古雷维奇 (Gourevitch, Philip) 著",南京大学出版社,2020,南京,340页,K427,1,0,1,,Social Sciences
呐喊,9787020138081.0,20.0,鲁迅著,人民文学出版社,2018      ,北京,180页     ,I210.6,1,0,1,147.38,Literature
周易家居环境调理,9787802143975.0,49.0,李计忠,团结出版社,2010,北京,327页,B221.5,1,0,1,,General / Misc
周易教程,9787100187084.0,98.0,周山著,商务印书馆,2020,北京,"14,508页",B221.5,1,0,1,,General / Misc
周易简释 ,9787559652669.0,98.0,余秋雨(1946~) 著, 北京联合出版公司, 2021,北京 ,"247,40页 ",B221.5,1,0,1,,General / Misc
呼吸 ,9787544779319.0,42.0,姜,译林出版社,2019,南京,329 ,I712.45,1,0,1,25.22,Literature
呼啸山庄,9787532778355.0,32.0,(英)勃朗特著,上海译文出版社,2018.08   ,上海,406页     ,I561.44,4,1,5,31.72,Literature
哈佛经济学笔记 ,9787539938608.0,42.0,陈晋 (女) 著, 江苏文艺出版社, 2010,南京 ,288页 ,F0-49,3,1,4,42.99,Social Sciences
哈利·波特与历史,9787500170969.0,68.0,（法）里多诺著,中译出版社,2022,北京,229页,I561.078,1,0,1,38.25,Literature
哲学·科学·常识,9787508671079.0,58.0,陈嘉映著,中信出版社,2018.02   ,北京,359页     ,N02,1,0,1,240.01,General / Misc
哲学之树 : 通往自我认知的哲学课,9787108069306.0,59.0,"(美)庞思奋 (Palmquist, Stephen R.) 著",生活·读书·新知三联书店,2022,北京,"15,392页 : 图",B,0,0,0,,General / Misc
哲学家们都干了些什么,9787550242234.0,52.0,林欣浩著,北京联合出版公司,2015.04   ,北京,517页     ,B-49,2,0,2,108.09,General / Misc
哲学小史,9787547739617.0,49.0,（英）沃伯顿著,北京日报出版社,2021,北京,313页,B5-49,1,1,2,55.67,General / Misc
哲学思想录,9787532785186.0,48.0,（法）狄德罗著,上海译文出版社有限公司,2021,上海,"41,154页",B565.28,0,0,0,,General / Misc
哲学的故事,9787513306331.0,49.0,"(美)杜兰特著,张程程译",新星出版社,2013.04   ,北京,420页     ,B1,0,0,0,,General / Misc
哲学课,9787521717372.0,98.0,"(美)威尔·杜兰特 (Durant, Will 1885~1981) 著",中信出版社,2021,北京,"27,419页",B,1,0,1,21.79,General / Misc
哲学起步 ,9787100154710.0,45.0,邓晓芒 (1948~) 著, 商务印书馆, 2017,北京 ,383页 ,B-49,1,0,1,,General / Misc
唐诗宋词,9787508547206.0,68.0,杜爱萍著,五洲传播出版社,2022,北京,249页,I207.2,0,0,0,,Literature
商业广告设计,9787302605935.0,69.8,祝彬著,清华大学出版社,2022,北京,212页,J524.3,1,0,1,,Arts
商业海报设计,9787302613329.0,69.8,屈正庚著,清华大学出版社,2022,北京,165页,J524.3,1,0,1,,Arts
喧哗与骚动,9787020158584.0,49.0,(美)福克纳著,人民文学出版社,2019 2021印,北京,"10,367页",I712.45,1,0,1,13.97,Literature
器官之书,9787522803012.0,69.0,英国惠康博物馆著,社会科学文献出版社,2022,北京,208页,R32-49,1,1,2,38.65,General / Misc
"四世同堂. 第一部, 惶惑 ",9787547311790.0,29.5,老舍 (1899~1966) 著, 东方出版中心, 2017,上海 ,366,I246.5,1,0,1,24.98,Literature
四书五经.1,9787101136364.0,31.4,郭丹等著,中华书局,2019,北京,305页,B222.1,1,1,2,234.09,General / Misc
四十一炮,9787533946692.0,56.0,莫言著,浙江文艺出版社,2017.1,杭州,402页,I247.5,0,0,0,,Literature
四百万+西部的心,9787020136919.0,98.0,(美)亨利著,人民文学出版社,2003,北京,400页,I712.44,1,0,1,42.74,Literature
四维旅行,9787535794437.0,49.0,(英)普瓦德万著;胡凯衡等译,湖南科学技术出版社,2018.01   ,长沙,297页     ,O412.1,1,0,1,24.79,Science
